,index,name,injury_10,injury_11,injury_12,injury_13,injury_14,injury_15,injury_16,injury_17,injury_18,height,weight,year_start,year_end,position,birth_date,played_10,played_11,played_12,played_13,played_14,played_15,played_16,played_17,played_18,G_position,F_position,C_position,years_played_before_2010,year_of_birth,age_at_2010,total_injuries,total_years_played,total_number_injuries
537,551,Jam Franklin,0,0,0,0,0,0,0,0,0,196.0,86.0,2014,2015,G,21-Jul-91,0,0,0,0,1,1,0,0,0,1,0,0,0,1991,19,0,2,0
538,552,Tim Frazier,0,0,0,0,0,0,0,0,0,185.0,77.0,2015,2018,G,1-Nov-90,0,0,0,0,0,1,1,1,1,1,0,0,0,1990,20,0,4,0
539,553,Jim Fredette,0,0,0,0,0,0,0,0,0,188.0,88.0,2012,2016,G,25-Feb-89,0,0,1,1,1,1,1,0,0,1,0,0,0,1989,21,0,5,0
540,554,Joe Freeland,0,0,0,0,0,0,0,0,0,208.0,113.0,2013,2015,F-C,7-Feb-87,0,0,0,1,1,1,0,0,0,0,0,0,0,1987,23,0,3,0
541,555,Cha Frye,0,0,0,0,0,0,0,0,0,211.0,115.0,2006,2018,C-F,17-May-83,1,1,1,1,1,1,1,1,1,0,0,0,4,1983,27,0,9,0
542,556,Dan Gadzuric,0,0,0,0,0,0,0,0,0,211.0,108.0,2003,2012,C,2-Feb-78,1,1,1,0,0,0,0,0,0,0,0,1,7,1978,32,0,3,0
543,557,Sun Gaines,0,0,0,0,0,0,0,0,0,185.0,83.0,2010,2012,G,18-Apr-86,1,1,1,0,0,0,0,0,0,1,0,0,0,1986,24,0,3,0
544,558,Lan Galloway,0,0,0,0,0,0,0,0,0,188.0,90.0,2015,2018,G,9-Dec-91,0,0,0,0,0,1,1,1,1,1,0,0,0,1991,19,0,4,0
545,559,Pat Garino,0,0,0,0,0,0,0,0,0,198.0,95.0,2017,2017,G-F,17-May-93,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,17,0,1,0
546,560,Dia Garrett,0,0,0,0,0,0,0,0,0,190.0,83.0,2013,2014,G,3-Nov-88,0,0,0,1,1,0,0,0,0,1,0,0,0,1988,22,0,2,0
547,561,Mic Gbinije,0,0,0,0,0,0,0,0,0,201.0,90.0,2017,2017,G,5-Jun-92,0,0,0,0,0,0,0,1,0,1,0,0,0,1992,18,0,1,0
548,562,Alo Gee,0,0,0,0,0,0,0,0,0,198.0,102.0,2010,2017,G,29-May-87,1,1,1,1,1,1,1,1,0,1,0,0,0,1987,23,0,8,0
549,563,Mic Gelabale,0,0,0,0,0,0,0,0,0,201.0,97.0,2007,2013,F,22-May-83,1,1,1,1,0,0,0,0,0,0,1,0,3,1983,27,0,4,0
550,564,Dev George,0,0,0,0,0,0,0,0,0,203.0,99.0,2000,2010,G-F,29-Aug-77,1,0,0,0,0,0,0,0,0,0,0,0,10,1977,33,0,1,0
551,565,Mar Georges-Hunt,0,0,0,0,0,0,0,0,0,196.0,97.0,2017,2018,G,28-Mar-94,0,0,0,0,0,0,0,1,1,1,0,0,0,1994,16,0,2,0
552,566,Dan Gibson,0,0,0,0,0,0,0,0,0,188.0,86.0,2007,2013,G,27-Feb-86,1,1,1,1,0,0,0,0,0,1,0,0,3,1986,24,0,4,0
553,567,Jon Gibson,0,0,0,0,0,0,0,0,0,188.0,83.0,2017,2017,G,8-Nov-87,0,0,0,0,0,0,0,1,0,1,0,0,0,1987,23,0,1,0
554,568,J.R Giddens,0,0,0,0,0,0,0,0,0,216.0,115.0,2009,2010,G,13-Feb-85,1,0,0,0,0,0,0,0,0,1,0,0,1,1985,25,0,1,0
555,569,Tre Gilder,0,0,0,0,0,0,0,0,0,206.0,83.0,2010,2010,F,24-Jan-85,1,0,0,0,0,0,0,0,0,0,1,0,0,1985,25,0,1,0
556,570,Man Ginobili,0,0,0,0,0,0,0,0,0,198.0,92.0,2003,2018,G,28-Jul-77,1,1,1,1,1,1,1,1,1,1,0,0,7,1977,33,0,9,0
557,571,Mic Gladness,0,0,0,0,0,0,0,0,0,211.0,99.0,2012,2012,C,26-Jul-86,0,0,1,0,0,0,0,0,0,0,0,1,0,1986,24,0,1,0
558,572,Dre Gooden,0,0,0,0,0,0,0,0,0,208.0,113.0,2003,2016,F,24-Sep-81,1,1,1,1,1,1,1,0,0,0,1,0,7,1981,29,0,7,0
559,573,Arc Goodwin,0,0,0,0,0,0,0,0,0,196.0,90.0,2014,2017,G,17-Aug-94,0,0,0,0,1,1,1,1,0,1,0,0,0,1994,16,0,4,0
560,574,Aar Gordon,0,0,0,0,0,0,0,0,0,206.0,99.0,2015,2018,F,16-Sep-95,0,0,0,0,0,1,1,1,1,0,1,0,0,1995,15,0,4,0
561,575,Dre Gordon,0,0,0,0,0,0,0,0,0,206.0,111.0,2015,2015,F,12-Jul-90,0,0,0,0,0,1,0,0,0,0,1,0,0,1990,20,0,1,0
562,576,And Goudelock,0,0,0,0,0,0,0,0,0,190.0,90.0,2012,2016,G,7-Dec-88,0,0,1,1,1,1,1,0,0,1,0,0,0,1988,22,0,5,0
563,577,Joe Graham,0,0,0,0,0,0,0,0,0,201.0,102.0,2006,2011,F,11-Jun-82,1,1,0,0,0,0,0,0,0,0,1,0,4,1982,28,0,2,0
564,578,Ste Graham,0,0,0,0,0,0,0,0,0,198.0,97.0,2006,2011,G,11-Jun-82,1,1,0,0,0,0,0,0,0,1,0,0,4,1982,28,0,2,0
565,579,Tre Graham,0,0,0,0,0,0,0,0,0,198.0,99.0,2017,2018,G,29-Oct-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
566,580,Aar Gray,0,0,0,0,0,0,0,0,0,213.0,122.0,2008,2014,C,7-Dec-84,1,1,1,1,1,0,0,0,0,0,0,1,2,1984,26,0,5,0
567,581,Dan Green,0,0,0,0,0,0,0,0,0,206.0,100.0,2010,2018,G-F,22-Jun-87,1,1,1,1,1,1,1,1,1,0,0,0,0,1987,23,0,9,0
568,582,Eri Green,0,0,0,0,0,0,0,0,0,193.0,83.0,2015,2016,G,9-May-91,0,0,0,0,0,1,1,0,0,1,0,0,0,1991,19,0,2,0
569,583,Ger Green,0,0,0,0,0,0,0,0,0,201.0,92.0,2006,2017,G-F,26-Jan-86,1,1,1,1,1,1,1,1,0,0,0,0,4,1986,24,0,8,0
570,584,Jef Green,0,0,0,0,0,0,0,0,0,196.0,88.0,2008,2018,F,28-Aug-86,1,1,1,1,1,1,1,1,1,0,1,0,2,1986,24,0,9,0
571,585,Don Greene,0,0,0,0,0,0,0,0,0,211.0,102.0,2009,2012,F,21-Feb-88,1,1,1,0,0,0,0,0,0,0,1,0,1,1988,22,0,3,0
572,586,Ori Greene,0,0,0,0,0,0,0,0,0,193.0,94.0,2006,2011,G,4-Feb-82,1,1,0,0,0,0,0,0,0,1,0,0,4,1982,28,0,2,0
573,587,Tay Griffin,0,0,0,0,0,0,0,0,0,201.0,107.0,2010,2010,F,18-Apr-86,1,0,0,0,0,0,0,0,0,0,1,0,0,1986,24,0,1,0
574,588,Jor Gutierrez,0,0,0,0,0,0,0,0,0,190.0,86.0,2014,2016,G,27-Dec-88,0,0,0,0,1,1,1,0,0,1,0,0,0,1988,22,0,3,0
575,589,Ham Haddadi,0,0,0,0,0,0,0,0,0,218.0,115.0,2009,2013,C,19-May-85,1,1,1,1,0,0,0,0,0,0,0,1,1,1985,25,0,4,0
576,590,Mal Hairston,0,0,0,0,0,0,0,0,0,198.0,99.0,2009,2010,G,23-Feb-87,1,0,0,0,0,0,0,0,0,1,0,0,1,1987,23,0,1,0
577,591,Mar Haislip,0,0,0,0,0,0,0,0,0,208.0,104.0,2003,2010,F,22-Dec-80,1,0,0,0,0,0,0,0,0,0,1,0,7,1980,30,0,1,0
578,592,Jor Hamilton,0,0,0,0,0,0,0,0,0,178.0,72.0,2012,2016,G-F,6-Oct-90,0,0,1,1,1,1,1,0,0,0,0,0,0,1990,20,0,5,0
579,593,Jus Hamilton,0,0,0,0,0,0,0,0,0,213.0,117.0,2014,2017,C,1-Apr-90,0,0,0,0,1,1,1,1,0,0,0,1,0,1990,20,0,4,0
580,594,Ric Hamilton,0,0,0,0,0,0,0,0,0,198.0,83.0,2000,2013,G-F,14-Feb-78,1,1,1,1,0,0,0,0,0,0,0,0,10,1978,32,0,4,0
581,595,A.J Hammons,0,0,0,0,0,0,0,0,0,198.0,99.0,2017,2017,C,27-Aug-92,0,0,0,0,0,0,0,1,0,0,0,1,0,1992,18,0,1,0
582,596,Ben Hansbrough,0,0,0,0,0,0,0,0,0,190.0,92.0,2013,2013,G,23-Dec-87,0,0,0,1,0,0,0,0,0,1,0,0,0,1987,23,0,1,0
583,597,Tyl Hansbrough,0,0,0,0,0,0,0,0,0,206.0,113.0,2010,2016,F,3-Nov-85,1,1,1,1,1,1,1,0,0,0,1,0,0,1985,25,0,7,0
584,599,Mau Harkless,0,0,0,0,0,0,0,0,0,206.0,97.0,2013,2018,F-G,11-May-93,0,0,0,1,1,1,1,1,1,0,0,0,0,1993,17,0,6,0
585,600,Jus Harper,0,0,0,0,0,0,0,0,0,208.0,102.0,2012,2017,F,30-Aug-89,0,0,1,1,1,1,1,1,0,0,1,0,0,1989,21,0,6,0
586,601,Mon Harrell,0,0,0,0,0,0,0,0,0,203.0,108.0,2016,2018,F-C,26-Jan-94,0,0,0,0,0,0,1,1,1,0,0,0,0,1994,16,0,3,0
587,602,Eli Harris,0,0,0,0,0,0,0,0,0,203.0,108.0,2014,2014,F,6-Jul-89,0,0,0,0,1,0,0,0,0,0,1,0,0,1989,21,0,1,0
588,603,Joe Harris,0,0,0,0,0,0,0,0,0,198.0,99.0,2015,2018,G,6-Sep-91,0,0,0,0,0,1,1,1,1,1,0,0,0,1991,19,0,4,0
589,604,Man Harris,0,0,0,0,0,0,0,0,0,196.0,83.0,2011,2017,G,21-Sep-89,0,1,1,1,1,1,1,1,0,1,0,0,0,1989,21,0,7,0
590,605,Mik Harris,0,0,0,0,0,0,0,0,0,198.0,108.0,2008,2014,F,15-Jun-83,1,1,1,1,1,0,0,0,0,0,1,0,2,1983,27,0,5,0
591,606,Ter Harris,0,0,0,0,0,0,0,0,0,196.0,86.0,2012,2013,G,10-Aug-87,0,0,1,1,0,0,0,0,0,1,0,0,0,1987,23,0,2,0
592,607,Aar Harrison,0,0,0,0,0,0,0,0,0,198.0,95.0,2016,2017,G,28-Oct-94,0,0,0,0,0,0,1,1,0,1,0,0,0,1994,16,0,2,0
593,608,And Harrison,0,0,0,0,0,0,0,0,0,198.0,96.0,2017,2018,G,28-Oct-94,0,0,0,0,0,0,0,1,1,1,0,0,0,1994,16,0,2,0
594,609,Jas Hart,0,0,0,0,0,0,0,0,0,190.0,83.0,2001,2010,G,29-Apr-78,1,0,0,0,0,0,0,0,0,1,0,0,9,1978,32,0,1,0
595,610,Udo Haslem,0,0,0,0,0,0,0,0,0,203.0,106.0,2004,2018,F-C,9-Jun-80,1,1,1,1,1,1,1,1,1,0,0,0,6,1980,30,0,9,0
596,611,Tre Hassell,0,0,0,0,0,0,0,0,0,196.0,90.0,2002,2010,G,4-Mar-79,1,0,0,0,0,0,0,0,0,1,0,0,8,1979,31,0,1,0
597,612,Chu Hayes,0,0,0,0,0,0,0,0,0,198.0,108.0,2006,2016,F-C,11-Jun-83,1,1,1,1,1,1,1,0,0,0,0,0,4,1983,27,0,7,0
598,613,Jar Hayes,0,0,0,0,0,0,0,0,0,201.0,99.0,2004,2010,F,9-Aug-81,1,0,0,0,0,0,0,0,0,0,1,0,6,1981,29,0,1,0
599,614,Gor Hayward,0,0,0,0,0,0,0,0,0,203.0,102.0,2011,2018,F-G,23-Mar-90,0,1,1,1,1,1,1,1,1,0,0,0,0,1990,20,0,8,0
600,615,Laz Hayward,0,0,0,0,0,0,0,0,0,198.0,102.0,2011,2013,F,26-Nov-86,0,1,1,1,0,0,0,0,0,0,1,0,0,1986,24,0,3,0
601,617,Jua Hernangomez,0,0,0,0,0,0,0,0,0,206.0,104.0,2017,2018,F,28-Sep-95,0,0,0,0,0,0,0,1,1,0,1,0,0,1995,15,0,2,0
602,618,Wil Hernangomez,0,0,0,0,0,0,0,0,0,211.0,108.0,2017,2018,C,27-May-94,0,0,0,0,0,0,0,1,1,0,0,1,0,1994,16,0,2,0
603,619,Mar Hezonja,0,0,0,0,0,0,0,0,0,203.0,97.0,2016,2018,F-G,25-Feb-95,0,0,0,0,0,0,1,1,1,0,0,0,0,1995,15,0,3,0
604,620,Roy Hibbert,0,0,0,0,0,0,0,0,0,218.0,122.0,2009,2017,C,11-Dec-86,1,1,1,1,1,1,1,1,0,0,0,1,1,1986,24,0,8,0
605,621,Bud Hield,0,0,0,0,0,0,0,0,0,193.0,97.0,2017,2018,G,17-Dec-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
606,622,Cor Higgins,0,0,0,0,0,0,0,0,0,196.0,81.0,2012,2013,G,14-Jun-89,0,0,1,1,0,0,0,0,0,1,0,0,0,1989,21,0,2,0
607,623,Geo Hill,0,0,0,0,0,0,0,0,0,190.0,85.0,2009,2018,G,4-May-86,1,1,1,1,1,1,1,1,1,1,0,0,1,1986,24,0,9,0
608,624,Sol Hill,0,0,0,0,0,0,0,0,0,201.0,102.0,2014,2017,F,18-Mar-91,0,0,0,0,1,1,1,1,0,0,1,0,0,1991,19,0,4,0
609,625,Dar Hilliard,0,0,0,0,0,0,0,0,0,198.0,92.0,2016,2018,G,13-Apr-93,0,0,0,0,0,0,1,1,1,1,0,0,0,1993,17,0,3,0
610,626,Dar Hobson,0,0,0,0,0,0,0,0,0,201.0,95.0,2012,2012,G,29-Sep-87,0,0,1,0,0,0,0,0,0,1,0,0,0,1987,23,0,1,0
611,627,Jru Holiday,0,0,0,0,0,0,0,0,0,193.0,92.0,2010,2018,G,12-Jun-90,1,1,1,1,1,1,1,1,1,1,0,0,0,1990,20,0,9,0
612,628,Jus Holiday,0,0,0,0,0,0,0,0,0,198.0,83.0,2013,2018,G,5-Apr-89,0,0,0,1,1,1,1,1,1,1,0,0,0,1989,21,0,6,0
613,629,Rya Hollins,0,0,0,0,0,0,0,0,0,213.0,108.0,2007,2016,C,10-Oct-84,1,1,1,1,1,1,1,0,0,0,0,1,3,1984,26,0,7,0
614,630,Ron Hollis-Jefferson,0,0,0,0,0,0,0,0,0,201.0,99.0,2016,2018,F,3-Jan-95,0,0,0,0,0,0,1,1,1,0,1,0,0,1995,15,0,3,0
615,631,Ric Holmes,0,0,0,0,0,0,0,0,0,208.0,111.0,2016,2018,F-C,15-Oct-93,0,0,0,0,0,0,1,1,1,0,0,0,0,1993,17,0,3,0
616,632,Tyl Honeycutt,0,0,0,0,0,0,0,0,0,203.0,85.0,2012,2013,F,15-Jul-90,0,0,1,1,0,0,0,0,0,0,1,0,0,1990,20,0,2,0
617,633,Sco Hopson,0,0,0,0,0,0,0,0,0,201.0,92.0,2014,2014,G,8-Aug-89,0,0,0,0,1,0,0,0,0,1,0,0,0,1989,21,0,1,0
618,634,Den Horner,0,0,0,0,0,0,0,0,0,206.0,104.0,2012,2012,F,5-Feb-88,0,0,1,0,0,0,0,0,0,0,1,0,0,1988,22,0,1,0
619,635,Dan House,0,0,0,0,0,0,0,0,0,201.0,93.0,2017,2018,G,7-Jun-93,0,0,0,0,0,0,0,1,1,1,0,0,0,1993,17,0,2,0
620,636,Edd House,0,0,0,0,0,0,0,0,0,185.0,81.0,2001,2011,G,14-May-78,1,1,0,0,0,0,0,0,0,1,0,0,9,1978,32,0,2,0
621,637,Juw Howard,0,0,0,0,0,0,0,0,0,206.0,108.0,1995,2013,F,7-Feb-73,1,1,1,1,0,0,0,0,0,0,1,0,15,1973,37,0,4,0
622,638,Les Hudson,0,0,0,0,0,0,0,0,0,190.0,86.0,2010,2015,G,7-Aug-84,1,1,1,1,1,1,0,0,0,1,0,0,0,1984,26,0,6,0
623,639,Mar Huertas,0,0,0,0,0,0,0,0,0,190.0,90.0,2016,2017,G,25-May-83,0,0,0,0,0,0,1,1,0,1,0,0,0,1983,27,0,2,0
624,640,Jos Huestis,0,0,0,0,0,0,0,0,0,201.0,104.0,2016,2018,F,19-Dec-91,0,0,0,0,0,0,1,1,1,0,1,0,0,1991,19,0,3,0
625,641,Lar Hughes,0,0,0,0,0,0,0,0,0,196.0,83.0,1999,2012,G,23-Jan-79,1,1,1,0,0,0,0,0,0,1,0,0,11,1979,31,0,3,0
626,642,Rob Hummel,0,0,0,0,0,0,0,0,0,203.0,97.0,2014,2015,F,8-Mar-89,0,0,0,0,1,1,0,0,0,0,1,0,0,1989,21,0,2,0
627,643,Chr Hunter,0,0,0,0,0,0,0,0,0,211.0,108.0,2010,2010,F,7-Jul-84,1,0,0,0,0,0,0,0,0,0,1,0,0,1984,26,0,1,0
628,644,Lin Hunter,0,0,0,0,0,0,0,0,0,188.0,77.0,1994,2010,G,3-Dec-70,1,0,0,0,0,0,0,0,0,1,0,0,16,1970,40,0,1,0
629,645,Oth Hunter,0,0,0,0,0,0,0,0,0,203.0,102.0,2009,2010,F,28-May-86,1,0,0,0,0,0,0,0,0,0,1,0,1,1986,24,0,1,0
630,646,R.J Hunter,0,0,0,0,0,0,0,0,0,201.0,104.0,2016,2017,G,24-Oct-93,0,0,0,0,0,0,1,1,0,1,0,0,0,1993,17,0,2,0
631,647,Ste Hunter,0,0,0,0,0,0,0,0,0,213.0,99.0,2002,2010,C,31-Oct-81,1,0,0,0,0,0,0,0,0,0,0,1,8,1981,29,0,1,0
632,648,Zyd Ilgauskas,0,0,0,0,0,0,0,0,0,221.0,107.0,1998,2011,C,5-Jun-75,1,1,0,0,0,0,0,0,0,0,0,1,12,1975,35,0,2,0
633,649,Did Ilunga-Mbenga,0,0,0,0,0,0,0,0,0,198.0,97.0,2005,2011,C,30-Dec-80,1,1,0,0,0,0,0,0,0,0,0,1,5,1980,30,0,2,0
634,650,Joe Ingles,0,0,0,0,0,0,0,0,0,203.0,102.0,2015,2018,F-G,2-Oct-87,0,0,0,0,0,1,1,1,1,0,0,0,0,1987,23,0,4,0
635,651,Dam Inglis,0,0,0,0,0,0,0,0,0,203.0,111.0,2016,2016,F,20-May-95,0,0,0,0,0,0,1,0,0,0,1,0,0,1995,15,0,1,0
636,652,Roy Ivey,0,0,0,0,0,0,0,0,0,190.0,90.0,2005,2014,G,20-Dec-81,1,1,1,1,1,0,0,0,0,1,0,0,5,1981,29,0,5,0
637,653,Ced Jackson,0,0,0,0,0,0,0,0,0,190.0,86.0,2010,2010,G,5-Mar-86,1,0,0,0,0,0,0,0,0,1,0,0,0,1986,24,0,1,0
638,654,Dar Jackson,0,0,0,0,0,0,0,0,0,206.0,114.0,2009,2011,F,7-Nov-85,1,1,0,0,0,0,0,0,0,0,1,0,1,1985,25,0,2,0
639,655,Dem Jackson,0,0,0,0,0,0,0,0,0,185.0,91.0,2017,2018,G,7-Sep-94,0,0,0,0,0,0,0,1,1,1,0,0,0,1994,16,0,2,0
640,656,Pie Jackson,0,0,0,0,0,0,0,0,0,178.0,81.0,2017,2017,G,29-Aug-91,0,0,0,0,0,0,0,1,0,1,0,0,0,1991,19,0,1,0
641,657,Ber James,0,0,0,0,0,0,0,0,0,208.0,108.0,2013,2015,C,7-Feb-85,0,0,0,1,1,1,0,0,0,0,0,1,0,1985,25,0,3,0
642,658,Dam James,0,0,0,0,0,0,0,0,0,201.0,102.0,2011,2014,G-F,7-Oct-87,0,1,1,1,1,0,0,0,0,0,0,0,0,1987,23,0,4,0
643,659,Ant Jamison,0,0,0,0,0,0,0,0,0,203.0,101.0,1999,2014,F,12-Jun-76,1,1,1,1,1,0,0,0,0,0,1,0,11,1976,34,0,5,0
644,660,Nat Jawai,0,0,0,0,0,0,0,0,0,208.0,127.0,2009,2010,C-F,10-Oct-86,1,0,0,0,0,0,0,0,0,0,0,0,1,1986,24,0,1,0
645,661,Oth Jeffers,0,0,0,0,0,0,0,0,0,196.0,90.0,2010,2014,G,5-Aug-85,1,1,1,1,1,0,0,0,0,1,0,0,0,1985,25,0,5,0
646,662,Cor Jefferson,0,0,0,0,0,0,0,0,0,206.0,98.0,2015,2016,F,26-Dec-90,0,0,0,0,0,1,1,0,0,0,1,0,0,1990,20,0,2,0
647,663,Cha Jenkins,0,0,0,0,0,0,0,0,0,190.0,99.0,2012,2013,G,28-Feb-89,0,0,1,1,0,0,0,0,0,1,0,0,0,1989,21,0,2,0
648,664,Joh Jenkins,0,0,0,0,0,0,0,0,0,193.0,97.0,2013,2017,G,6-Mar-91,0,0,0,1,1,1,1,1,0,1,0,0,0,1991,19,0,5,0
649,665,Bra Jennings,0,0,0,0,0,0,0,0,0,185.0,77.0,2010,2017,G,23-Sep-89,1,1,1,1,1,1,1,1,0,1,0,0,0,1989,21,0,8,0
650,666,Jon Jerebko,0,0,0,0,0,0,0,0,0,208.0,104.0,2010,2018,F,2-Mar-87,1,1,1,1,1,1,1,1,1,0,1,0,0,1987,23,0,9,0
651,667,Gra Jerrett,0,0,0,0,0,0,0,0,0,208.0,106.0,2015,2015,F,8-Jul-93,0,0,0,0,0,1,0,0,0,0,1,0,0,1993,17,0,1,0
652,668,Eug Jeter,0,0,0,0,0,0,0,0,0,180.0,79.0,2011,2011,G,2-Dec-83,0,1,0,0,0,0,0,0,0,1,0,0,0,1983,27,0,1,0
653,669,Ant Johnson,0,0,0,0,0,0,0,0,0,196.0,97.0,1998,2010,G,2-Oct-74,1,0,0,0,0,0,0,0,0,1,0,0,12,1974,36,0,1,0
654,670,Bri Johnson,0,0,0,0,0,0,0,0,0,208.0,95.0,2017,2018,F,27-Jun-94,0,0,0,0,0,0,0,1,1,0,1,0,0,1994,16,0,2,0
655,671,Car Johnson,0,0,0,0,0,0,0,0,0,178.0,81.0,2012,2012,G,28-Jan-83,0,0,1,0,0,0,0,0,0,1,0,0,0,1983,27,0,1,0
656,672,Chr Johnson,0,0,0,0,0,0,0,0,0,183.0,77.0,2011,2013,C,15-Jul-85,0,1,1,1,0,0,0,0,0,0,0,1,0,1985,25,0,3,0
657,673,Chr Johnson,0,0,0,0,0,0,0,0,0,183.0,77.0,2011,2013,C,15-Jul-85,0,1,1,1,0,0,0,0,0,0,0,1,0,1985,25,0,3,0
658,674,Iva Johnson,0,0,0,0,0,0,0,0,0,203.0,104.0,2012,2013,F,10-Apr-84,0,0,1,1,0,0,0,0,0,0,1,0,0,1984,26,0,2,0
659,675,JaJ Johnson,0,0,0,0,0,0,0,0,0,206.0,113.0,2012,2012,F,8-Feb-89,0,0,1,0,0,0,0,0,0,0,1,0,0,1989,21,0,1,0
660,676,Nic Johnson,0,0,0,0,0,0,0,0,0,190.0,91.0,2015,2015,G,22-Dec-92,0,0,0,0,0,1,0,0,0,1,0,0,0,1992,18,0,1,0
661,677,Orl Johnson,0,0,0,0,0,0,0,0,0,196.0,99.0,2013,2016,G,11-Mar-89,0,0,0,1,1,1,1,0,0,1,0,0,0,1989,21,0,4,0
662,678,Sta Johnson,0,0,0,0,0,0,0,0,0,203.0,99.0,2016,2018,F,29-May-96,0,0,0,0,0,0,1,1,1,0,1,0,0,1996,14,0,3,0
663,679,Tre Johnson,0,0,0,0,0,0,0,0,0,196.0,98.0,2009,2012,G,30-Aug-84,1,1,1,0,0,0,0,0,0,1,0,0,1,1984,26,0,3,0
664,680,Tyl Johnson,0,0,0,0,0,0,0,0,0,193.0,84.0,2015,2018,G,7-May-92,0,0,0,0,0,1,1,1,1,1,0,0,0,1992,18,0,4,0
665,681,Wes Johnson,0,0,0,0,0,0,0,0,0,201.0,97.0,2011,2018,F-G,11-Jul-87,0,1,1,1,1,1,1,1,1,0,0,0,0,1987,23,0,8,0
666,682,Dar Johnson-Odom,0,0,0,0,0,0,0,0,0,201.0,95.0,2013,2014,G,28-Sep-89,0,0,0,1,1,0,0,0,0,1,0,0,0,1989,21,0,2,0
667,683,Nik Jokic,0,0,0,0,0,0,0,0,0,208.0,113.0,2016,2018,C-F,19-Feb-95,0,0,0,0,0,0,1,1,1,0,0,0,0,1995,15,0,3,0
668,684,Dah Jones,0,0,0,0,0,0,0,0,0,190.0,83.0,2004,2017,G-F,27-Dec-80,1,1,1,1,1,1,1,1,0,0,0,0,6,1980,30,0,8,0
669,685,Dam Jones,0,0,0,0,0,0,0,0,0,190.0,83.0,2017,2018,F-C,30-Jun-95,0,0,0,0,0,0,0,1,1,0,0,0,0,1995,15,0,2,0
670,686,DeQ Jones,0,0,0,0,0,0,0,0,0,203.0,100.0,2013,2013,F,20-Jun-90,0,0,0,1,0,0,0,0,0,0,1,0,0,1990,20,0,1,0
671,687,Der Jones,0,0,0,0,0,0,0,0,0,203.0,100.0,2017,2018,F,15-Feb-97,0,0,0,0,0,0,0,1,1,0,1,0,0,1997,13,0,2,0
672,688,Dom Jones,0,0,0,0,0,0,0,0,0,203.0,99.0,2011,2013,G,15-Oct-88,0,1,1,1,0,0,0,0,0,1,0,0,0,1988,22,0,3,0
673,689,Dwa Jones,0,0,0,0,0,0,0,0,0,208.0,95.0,2006,2010,F-C,9-Jun-83,1,0,0,0,0,0,0,0,0,0,0,0,4,1983,27,0,1,0
674,690,Jam Jones,0,0,0,0,0,0,0,0,0,190.0,81.0,2004,2017,F-G,4-Oct-80,1,1,1,1,1,1,1,1,0,0,0,0,6,1980,30,0,8,0
675,691,Kev Jones,0,0,0,0,0,0,0,0,0,203.0,113.0,2013,2013,F,25-Aug-89,0,0,0,1,0,0,0,0,0,0,1,0,0,1989,21,0,1,0
676,692,Ter Jones,0,0,0,0,0,0,0,0,0,206.0,114.0,2013,2017,F,9-Jan-92,0,0,0,1,1,1,1,1,0,0,1,0,0,1992,18,0,5,0
677,693,DeA Jordan,0,0,0,0,0,0,0,0,0,211.0,120.0,2009,2018,C,21-Jul-88,1,1,1,1,1,1,1,1,1,0,0,1,1,1988,22,0,9,0
678,694,Jer Jordan,0,0,0,0,0,0,0,0,0,213.0,114.0,2012,2015,C,29-Sep-86,0,0,1,1,1,1,0,0,0,0,0,1,0,1986,24,0,4,0
679,695,Cor Joseph,0,0,0,0,0,0,0,0,0,190.0,87.0,2012,2018,G,20-Aug-91,0,0,1,1,1,1,1,1,1,1,0,0,0,1991,19,0,7,0
680,696,Kri Joseph,0,0,0,0,0,0,0,0,0,201.0,95.0,2013,2013,F,17-Dec-88,0,0,0,1,0,0,0,0,0,0,1,0,0,1988,22,0,1,0
681,697,Fra Kaminsky,0,0,0,0,0,0,0,0,0,213.0,109.0,2016,2018,F-C,4-Apr-93,0,0,0,0,0,0,1,1,1,0,0,0,0,1993,17,0,3,0
682,698,Jas Kapono,0,0,0,0,0,0,0,0,0,203.0,96.0,2004,2012,F,4-Feb-81,1,1,1,0,0,0,0,0,0,0,1,0,6,1981,29,0,3,0
683,699,Cob Karl,0,0,0,0,0,0,0,0,0,196.0,97.0,2008,2010,G,6-Mar-83,1,0,0,0,0,0,0,0,0,1,0,0,2,1983,27,0,1,0
684,700,Sas Kaun,0,0,0,0,0,0,0,0,0,211.0,117.0,2016,2016,C,8-May-85,0,0,0,0,0,0,1,0,0,0,0,1,0,1985,25,0,1,0
685,701,Rya Kelly,0,0,0,0,0,0,0,0,0,211.0,104.0,2014,2017,F,9-Apr-91,0,0,0,0,1,1,1,1,0,0,1,0,0,1991,19,0,4,0
686,702,D.J Kennedy,0,0,0,0,0,0,0,0,0,211.0,111.0,2012,2012,F,5-Nov-89,0,0,1,0,0,0,0,0,0,0,1,0,0,1989,21,0,1,0
687,703,Jas Kidd,0,0,0,0,0,0,0,0,0,193.0,92.0,1995,2013,G,23-Mar-73,1,1,1,1,0,0,0,0,0,1,0,0,15,1973,37,0,4,0
